work_id,author_id,author_rank,is_corresponding,std_points
W0174,张燕红,1,0,1
W0174,马云,2,0,1
W0174,徐阳,3,0,1
W0175,韩颖颖,1,0,1
W0175,蔡波,2,0,1
W0175,徐红,3,0,1
W0175,林玲,4,0,1
W0175,李鑫林,5,0,1
W0175,周金意,6,0,1
W0176,种烁阳,1,0,1
W0176,孙长江,2,0,1
W0177,赵春燕,1,0,1
W0177,陈海珍,2,0,1
W0177,蔡波,3,0,1
W0177,陈建国,4,0,1
W0177,蔡娟,5,0,1
W0178,郭新颖,1,0,1
W0178,陈峰,2,0,1
W0179,郭新颖,1,0,1
W0180,汪庆庆,1,0,1
W0180,陈小岳,2,0,1
W0180,何智敏,3,0,1
W0180,沈淼,4,0,1
W0180,潘莹宇,5,0,1
W0180,丁震,6,0,1
W0181,卢萍萍,1,0,1
W0181,李育梅,2,0,1
W0181,吴俊霞,3,0,1
W0181,周晓毅,4,0,1
W0181,庄勋,5,0,1
W0182,张爱红,1,0,1
W0182,徐红,2,0,1
W0182,孙艳丽,3,0,1
W0182,周晓云,4,0,1
W0183,孙程,1,0,1
W0183,宗平,2,0,1
W0183,凌剑,3,0,1
W0183,周绍娟,4,0,1
